0	0.02068105	0	0.009694892
20	0.021025032	0	0.008924693
40	0.021270054	0	0.008063455
60	0.02164914	0	0.007443827
80	0.02191298	0	0.006824608
100	0.0219865	0	0.006772082
120	0.02199114	0	0.006854922
140	0.02192724	0	0.007186142
160	0.0216479	0	0.007670922
180	0.02149014	0	0.008658168
200	0.0211325	0	0.00937346
220	0.020483068	0	0.010007162
240	0.019900268	0	0.010872903
260	0.019406326	0	0.011687975
280	0.018754592	0	0.012458876
300	0.01800995	0	0.013071445
320	0.01825576	0	0.012775621
340	0.018378432	0	0.012240318
360	0.01862489	0	0.011801409
380	0.018471106	0	0.011129943
400	0.018407602	0	0.010573621
420	0.018224602	0	0.009940624
440	0.01776915	0	0.0094035
460	0.017642534	0	0.00871346
480	0.017200102	0	0.008009081
500	0.016751892	0	0.007293018
520	0.016227332	0	0.006486176
540	0.015543872	0	0.005729811
560	0.014940544	0	0.00497591
580	0.014350174	0	0.004223402
600	0.013757272	0	0.003540749
620	0.013126288	0	0.002998647
640	0.012417268	0	0.002669313
660	0.011841008	0	0.002766969
680	0.011298166	0	0.003210755
700	0.010737126	0	0.003802233
720	0.01004713	0	0.004406823
740	0.009776126	0	0.005483761
760	0.00954228	0	0.006547167
780	0.009286652	0	0.00707994
800	0.009041056	0	0.007787767
820	0.00870166	0	0.00853724
840	0.00871279	0	0.009162213
860	0.009030141	0	0.009848785
880	0.00919349	0	0.010478085
900	0.009708871	0	0.010726816
920	0.010326932	0	0.010811286
940	0.010950316	0	0.011133792
960	0.011432988	0	0.011289666
980	0.011867054	0	0.011220346
1000	0.012575666	0	0.011798988

1	0.012870004	0	0.006853577
21	0.01508375	0	0.008723886
41	0.018074128	0	0.009904335
61	0.021332576	0	0.011102235
81	0.024467942	0	0.011817093
101	0.02872348	0	0.013115264
121	0.03349062	0	0.014769131
141	0.03946356	0	0.0161367
161	0.0457491	0	0.016932774
181	0.0489948	0	0.01542355
201	0.05368474	0	0.01533625
221	0.05737154	0	0.017136751
241	0.054452934	0	0.028658168
261	0.06709046	0	0.023328975
281	0.0775974	0	0.046137265
301	0.095194492	0	0.092755055
321	0.15786876	0	0.128740615
341	0.23448848	0	0.163333416
361	0.31086868	0	0.196589277
381	0.3977873	0	0.238015456
401	0.4863535	0	0.268866211
421	0.5758352	0	0.274800822
441	0.660344	0	0.263861767
461	0.7315428	0	0.238431072
481	0.7962412	0	0.19255955
501	0.8488288	0	0.148049058
521	0.8876246	0	0.1126033
541	0.9165596	0	0.083752873
561	0.940439	0	0.056493257
581	0.9572258	0	0.037469361
601	0.9681204	0	0.026016335
621	0.9760074	0	0.017795544
641	0.9811696	0	0.013036082
661	0.9848284	0	0.009596775
681	0.987251	0	0.007258559
701	0.988933	0	0.005530376
721	0.990185	0	0.004118909
741	0.9911326	0	0.002932422
761	0.9917836	0	0.002049872
781	0.9921834	0	0.001475106
801	0.9924042	0	0.001145007
821	0.992528	0	0.000951146
841	0.9926088	0	0.000814986
861	0.992681	0	0.000683098
881	0.99276	0	0.000530461
901	0.992843	0	0.000366236
921	0.9929176	0	0.000217428
941	0.9929666	0	0.000120708
